entity,count
Sukanya Samadhi,2
Abhinandan Vardhan,2
"COVID-19, Union Government",2
PM Care Fund,2
the UPSC Civil Service,2
STD,2
Pratap NM,2
Disaster Relief Fund,2
Sonia Rahul Gandhi's,2
Tata Group of Companies,2
Valliyur,2
Kali Mother,2
the Muslim Waqf Board,2
Bengali Hindus,2
Holland,2
MTV,2
Founder,2
Tablik Jamaat,2
Maulana Sadh,2
Dadra,2
Adi Shankaracharya,2
Anand Kumar,2
Zakir Hussain,2
Garlic,2
Kannipakam Temple,2
Charles Lieber,2
Miguel Bose,2
Gomtipur,2
Malaga,2
Amrita Anandami,2
Kerala State Government,2
JIO,2
San Diego,2
Jareer Udwadia,2
the University of Cyprus,2
Ayushman Health Card,2
Gujarat Karnataka's,2
Robert Maloney,2
the Pharma Mafia,2
Gigneesh Maywani,2
Mother Teresa Missionaries of Charity,2
Kamal Akhtar,2
Shiva Nagam,2
Viswanath Corridor,2
Manoj Mittal,2
CDS General Bipin Rawat,2
Maharashtra Treasury,2
Olisabang,2
Alberta,2
Patrick French,2
Munimoksham,2
Hanwada,2
Sanjit,2
Abdul Rashid,2
Al Jaha Sweets,2
the T20 Cricket World Cup,2
Poonam Pande,2
the Muslim League Bangladesh Party,2
The Gates Foundation,2
Ananya Pande,2
Pepsi Cola,2
Eucalyptus,2
the International Criminal Court,2
Desvir,2
Moderna COVID-19,2
the Serum Institute of India,2
Health Canada,2
the University of Turin,2
Indigenous,2
James Carey,2
Suman Haripriya,2
Hydroxychloroquine HCQ,2
Alps,2
the Indian Tricolour Flag,2
Maulana Arshad,2
Ketamine,2
Gorlitz,2
the Wuhan Laboratory,2
Melinda Gates Foundation,2
Indian Jewelry Group,2
Joyalukas,2
Varis Pathan,2
Pinol,2
Nike,2
Fever,2
Satyupti Desai,2
Apurna Yadav,2
Yogi Government,2
Chandouli,2
Matterhorn Mountain,2
IOCL,2
Manirathnam,2
Trust Hospital,2
Banjara Hills,2
Muslim Brotherhood,2
Mamallapuram,2
the Kashmir Secretariat,2
Ancient,2
Christopher,2
Junior NTR,2
Reuters India,2
Kia,2
Janath Ki Hai,2
the BJP National Council,2
Masai,2
The Washington Post,2
Raja Singh's,2
the Central Forces,2
TTT,2
Vivi Subba Reddy,2
the Ram Temple in Ayodhya,2
The Central Government's,2
the Government of Telangana,2
Masood Azar,2
Gift Kit,2
Asia Cup,2
Viruushka,2
Tucker,2
Kabaddi Masters,2
Suraya,2
Hindustani,2
Isha Rebba,2
Shruti Hariharan,2
Mohammed Kaif,2
AB DeVilliers,2
Pujara,2
Ranji Semes,2
Asia Cup 2018,2
Chennai Super Kings,2
Ambi,2
Shivraj Kumar,2
Kangaroos,2
Shami,2
Usein Bolt,2
Dad,2
Windy,2
Gautam,2
Kandigana,2
Rashmikaya,2
Keerthy Suresh,2
Shivarajkumar,2
Bigg Boss 6,2
Sam Sang,2
Ramya,2
Shri Devi's,2
A. R. Rahman,2
Dhoni Kohli,2
Ranveerdeepika,2
Anand Ahuja,2
Sodeep,2
Sushmita Sen,2
World No,2
M.S. Dhoni,2
NCA,2
Pratap Singh,2
Nagaraha,2
Alia Bhatt's,2
Chandan,2
Nissan,2
Tumkur,2
KGF Babu,2
Sidharmaiah,2
Ghanesh,2
Ranjan,2
CM Bommai,2
Bassavaraja Bommai,2
Siddharamaiah,2
Madhuswamy,2
D.K,2
Congress BJP,2
the National Highway,2
Davagere,2
Shravan,2
Barbaric,2
Jamir,2
Rashi Rashi,2
North Kannada,2
P.V. Sindhu,2
Kumar Katil,2
KRS,2
Maidan,2
Satish Zarkhi,2
CM Siddaramaiah,2
Lal Bagh,2
KSRTC,2
C.P. Yogeshwar,2
Pinarayi Vijayana,2
the Kerala Police,2
A.M. Arif,2
Eidgah,2
Adur Gopalakrishnan,2
Sawa Bharati,2
RCC,2
Harata,2
Surendran,2
Kodieri,2
Kasaragod,2
Mammootty,2
Ghulam Nabi Azad's,2
Veena George,2
Ramesh Chennittla,2
Shahana,2
Anupama,2
Murali Manohar Joshi,2
Fugwara,2
Seva Bharati,2
Ramya Haridas,2
Ramesh Chennittal,2
Imran Khan's,2
Facebook,2
the Mumbai Police,2
Srinivasan,2
KSEB,2
P.K. Kunhalikuti,2
Lupo,2
Madhupal,2
K. Surendran's,2
Motilal Wora,2
Chris Gayle,2
the Global Hunger Index,2
NSS,2
Parth Chatterjee,2
Hendy,2
Ganeshwas,2
Akshata,2
Monkeypox,2
Americas,2
Savarkar Flex,2
Pundane,2
Siddharamayya,2
Kalyari,2
Shri Ramalu,2
Karwar,2
Amrut Mahotva,2
Sunil Kumar,2
Swachh-Swachh,2
MB Patil,2
Basan Gauda,2
Civil Service,2
Enmadley,2
Jacqueline Fernandez,2
Nandini,2
Shivlingha,2
Asad Asaddin Owaisi,2
Gafar,2
Navratras,2
Panditchery University,2
Himalayan Company Owner,2
Kashmir Kashmir,2
Dhan Lakshmi,2
Sarpanch,2
Nussrat Jahan,2
Babul Suprio,2
The Excise Department,2
Daldas,2
Amrut,2
Kafil,2
Azam Khan's,2
Chai Wala,2
World Chhattisgarh Day,2
Tejasvi,2
Jais Hind,2
Nanawati,2
Amjad Ali,2
Rashtriya Swayamsevak Sangh,2
Detail,2
Tiruma,2
APK,2
Dan Modi,2
Jit Singh,2
Channy Hallelujah,2
Betti,2
Allahu Akbar,2
Maulana Latif Kasmi,2
Modi Government,2
Independent Nation Declared,2
Ghatotkatcha,2
Roh Afza,2
Kashya,2
Chandra Shekhar Azad Ravana,2
Social Justice,2
Sitharam Achuuri,2
the Ministry of Home Affairs,2
Sanjay Routh,2
Lithuania,2
Dharna,2
Asan Sol,2
John Hope,2
the Samajwadi Party,2
Jio Sim,2
Jawaharlal Nehru University Students Union,2
Sri Krishna's,2
Sardar,2
Narasimha Swami,2
Bandhipura,2
the US,2
Vaishno,2
Cholistin,2
Kannaiya Kumar,2
The All India Muslim Personal Law Board,2
SS Rajamouli,2
Assistance Fund of Telangana,2
Tammareddy Bharadwaj,2
Tammareddy,2
Ayyan,2
Venki Atuluri,2
Durdarshan,2
Kajal,2
C. Kalyan,2
Lifetime,2
S.P. Balasubrahmanyam,2
Trivikram Srinivas,2
S. S. Rajamouli,2
FFC,2
Ugadi,2
Rajshekhar,2
Kajal Aggarwal,2
Naresh Kupili,2
Vishwak Sen,2
Vishwak Pagal,2
Shiva Karthikeyan,2
Kalyanni,2
Naika,2
Radhakrishna Kumar,2
Priyadarshi,2
Aacharya,2
Venki,2
Ramogi Films,2
Shri Ram Venu,2
RRR,2
Srinivas Bandari,2
Anil Bodhireddi,2
Ravitheja,2
Sai Tej,2
Arman,2
Buttabomma Buttabomma,2
Karthik Anand,2
Harish Shankar,2
Nag Ashwin,2
Anil Ravipudi,2
Devi Sri Prasad,2
Saipalvi,2
Jedi Tsarvati,2
Manoj,2
Charmi,2
Snow Vishnu,2
Pan India,2
Kishore Tirumala,2
Nidhi Agarwal,2
Nandini Reddy,2
GA2 Pictures,2
Pail Raj Puth,2
Srividya,2
Hari Santosh,2
Tritha Chaudhary,2
Abhishek Agarwal,2
L. Padmanabha,2
Mahesh Babu's,2
Nihar Kapoor,2
Abhishek Agarwal Arts,2
Sunil Shetty,2
Sunil,2
Venkimama,2
Mangli,2
Venki Kudumu,2
Bhaskar,2
Sukumar,2
Parshuram,2
Vanshi Paidipalli,2
Sai Kumar,2
Rana Sunil,2
Salini Mishra,2
Peturaj,2
Vijayendra Prasad,2
Annarappa,2
Srikanth Addala,2
Parameswara Rao,2
Anil,2
Nityamenan,2
Medak,2
Varun,2
Sno Manoj,2
Sithara Entertainments,2
Gopichand,2
Satyamaran,2
Kalan Krishna,2
Karan Nagarjuna,2
Akhil,2
Graham Smith,2
The West Indies,2
the West Indies,2
Sanju Sanson,2
Mikhil Jaiswal,2
Prayoush,2
Ghazibooli,2
Shreyas Ayer,2
Bhopal King,2
MMSK,2
Chandra Shekhar Reddy,2
the Film Nagar Cultural Centre,2
Dwayne Bravo,2
Bihar Trophy,2
Jas Preet Bumra,2
Sindhu,2
Viswanathan Anand,2
Jamshedpur FC,2
Windies,2
TAS,2
K.L. Rahul,2
Ravikumar,2
the All India Vijay Merchant Trophy,2
Ravi Sastry,2
Gutta Jwala,2
Sanya Mirza,2
the South African Cricket Board,2
the South Asian Games,2
Board of Control for Cricket,2
CCA,2
HCA,2
Abhimanyu Mithun,2
ODI World Cup,2
Dravid,2
CAC,2
Sai Karthik Reddy,2
Umesh,2
the Punjab Police,2
Mexico City,2
Sachin and Ganguly,2
Katy Rama Rao,2
Golapalli,2
Parvati,2
Thorala,2
Miryalaguda,2
Baharedd,2
Raghu,2
Rajnagar,2
Andhra Bank,2
Ramakrishna Paramahansa,2
The Department of Insurance Medical Services,2
Devicarani,2
Kumuram Bhim,2
The Enforcement Directorate,2
lorry,2
USD,2
Shudra Puja,2
Suryapetta Mandal Yandlapalli,2
Ujjala,2
the Shehnai Hospital,2
Nandya,2
Siddipet,2
Gujarat Police,2
Anisha DSP Pratap,2
Elbinagar,2
Sangareeddy,2
Mahabubad,2
Rachakonda Police,2
Kolhapur Express,2
bee,2
Suryapatta,2
Yadri Bhuvanagiri,2
Venugopal Reddy,2
The Indian Navy's,2
Vijayanagaram,2
Kiran Kumar,2
Chintapalli,2
Vigilance and Enforcement,2
the Insurance Medical Services,2
Tenali,2
Teja Pharma,2
Easter,2
Prakasham district,2
Khamam,2
Swayana,2
Shine Children's Hospital,2
Additional Metropolitan Magistrate's,2
Mahabul Nagar,2
Kode,2
Chittor district,2
Divakar Travels,2
National Investigation Agency,2
The Department of Income Tax,2
The Ministry of Commodity and Measurement,2
Nagar Karnool,2
The Special Court,2
The Department of Transport,2
Madhusudhan Reddy,2
Shamrao,2
Teldepa,2
Waikapa,2
Ram Nivas Goyal,2
Maoist Party,2
Jogulumba Gaddavala,2
Gaddavala,2
Divikarani,2
M. Arvindra Reddy,2
Gandharbal,2
Kachular,2
Bharat Petroleum Corporation,2
the Directorate General of Foreign Trade,2
JSW (Jindal) Group,2
Sanjeev Singh,2
COVID-19 (Coronavirus,2
The Department of Commerce,2
The Serum Institute of India,2
The Federal Reserve,2
Hyundai,2
the Southern States,2
GMR Group,2
GMR Hyderabad International Airport Limited,2
Hyderabad Bullion,2
Wings India 2020,2
the World Economic Forum,2
Rana Kapoor's,2
M.D,2
All Cargo Logistics,2
Bharat Petroleum Corporation Limited,2
S20,2
The Asian Development Bank,2
Jaguar Land Rover,2
the Department of Telecoms,2
OPEC,2
the Union Government's,2
IATA,2
Vidad Se Vishwas Scheme,2
Orient Electric,2
Suzuki Motorcycle,2
GIXAR,2
GIXAR SF,2
The Parliamentary Committee,2
Kirloskar Motor,2
GMR Infrastructure,2
DCC,2
Hero Motor Corp,2
M. Akwatek,2
The Energy and Resources Institute,2
Teri,2
Mehul Choxey,2
Geetanjali James,2
Indus Indus Bank,2
Satya Nadelle,2
the KTM Group,2
Realme,2
Lars Labs,2
The Department of Telecommunications,2
MedTech Connect,2
the Asia-Pacific region,2
Corporate Affairs,2
the Institute of Chartered Accountants,2
the Central Board of Direct Taxes,2
Reddy,2
Titan,2
GMR Airports,2
The Lok Sabha,2
the Legislative Assemblies,2
Kashmir Apni Party,2
the National Conference (NC,2
the Union Home Ministry,2
The Parliamentary Standing Committee,2
Lashkar Aoiba,2
Time Magazine's,2
the National Population Register,2
Tennessee,2
the Union Ministry of Personnel Affairs,2
the Broad Constituent Assembly,2
Constituent Assembly,2
Sabka Sath,2
Sabka Vishwas,2
the Delhi High Court,2
Infosys Foundation,2
Michelle Bachelet,2
Market Intelligence,2
Javed Ashraf,2
S.A. Bobde,2
The Ministry of Labour,2
Michelle Obama,2
anti-Citizenship Amendment Act,2
Shri Ramasaina,2
Kumar Sharma,2
IET,2
the Indian Ocean,2
Trust,2
Karnataka Kambala,2
High Courts,2
Devendar Singh,2
Shah Faisal,2
The Central Election Commission,2
the Supreme Court Bar Association,2
Heera Group,2
the Delhi Legislative Assembly,2
N.V. Ramanujan,2
Cheetah,2
G.S. Mani,2
the National Investigative Agency,2
the National Democratic Front of Bodoland,2
Shargil Imam,2
Nasreen,2
Jains,2
the University Grants Commission,2
Goel,2
the International Space Station,2
Sajak,2
the Indian Navy,2
Gaghan Yan,2
Shirdi Saibaba,2
Jagannadhal,2
the Kashmir Valley,2
the Central Election Commission,2
VVPATs,2
INS Vikramaditya,2
Aishi Ghosh,2
the Union Territory of Jammu,2
The Central Information Commission,2
Archana Rao,2
Indian Institutes of Management,2
the Indian Armed Forces,2
The University Grants Commission,2
Nawaz Sharif,2
The National Green Tribunal (NGT,2
Rath,2
Aadhaar Cards,2
Mohan Bhagawat,2
BJP Executive,2
The National Council of Educational Research,2
P. V. Narasimha Rao,2
Tian,2
TOEFL,2
Institute of London,2
The Ministry of Health,2
Ram Singh,2
Mohar Singh,2
Masood Khan,2
NAFED,2
S.Jay Shankar,2
Certificate,2
The All India Council of Technical Education,2
Ministry of Defence,2
Vidyan Jyothi,2
Luthiana,2
The Central Board of Indirect Taxes,2
CBIC,2
CCL,2
a Government Hospital,2
The Union Ministry of Human Resource Development,2
The Ministry of Medical Health,2
Coras,2
Areses History,2
Ys Jagan,2
TDP,2
